,0,cycle_Nr,Re(Z)0.00931323,-Im(Z)0.00931323,Re(Z)0.0139698,-Im(Z)0.0139698,Re(Z)0.0209548,-Im(Z)0.0209548,Re(Z)0.0325963,-Im(Z)0.0325963,Re(Z)0.0488944,-Im(Z)0.0488944,Re(Z)0.0721775,-Im(Z)0.0721775,Re(Z)0.107102,-Im(Z)0.107102,Re(Z)0.158325,-Im(Z)0.158325,Re(Z)0.235159,-Im(Z)0.235159,Re(Z)0.349246,-Im(Z)0.349246,Re(Z)0.516884,-Im(Z)0.516884,Re(Z)0.768341,-Im(Z)0.768341,Re(Z)1.14087,-Im(Z)1.14087,Re(Z)1.69268,-Im(Z)1.69268,Re(Z)2.51224,-Im(Z)2.51224,Re(Z)3.72762,-Im(Z)3.72762,Re(Z)5.53438,-Im(Z)5.53438,Re(Z)8.21194,-Im(Z)8.21194,Re(Z)12.184,-Im(Z)12.184,Re(Z)18.077,-Im(Z)18.077,Re(Z)26.8198,-Im(Z)26.8198,Re(Z)39.8047,-Im(Z)39.8047,Re(Z)59.0552,-Im(Z)59.0552,Re(Z)87.684,-Im(Z)87.684,Re(Z)130.089,-Im(Z)130.089,Re(Z)193.035,-Im(Z)193.035,Re(Z)286.568,-Im(Z)286.568,Re(Z)425.149,-Im(Z)425.149,Re(Z)630.738,-Im(Z)630.738,Re(Z)936.063,-Im(Z)936.063,Re(Z)1390.0,-Im(Z)1390.0,Re(Z)2063.0,-Im(Z)2063.0,Re(Z)3061.0,-Im(Z)3061.0,Re(Z)4542.0,-Im(Z)4542.0,Re(Z)6740.0,-Im(Z)6740.0,Re(Z)10001.0,-Im(Z)10001.0,I(uA),Q_relative
1,,2.0,7007.47,857.005,6810.82,858.364,6595.91,795.288,6357.23,784.569,6157.85,752.288,5972.1,711.984,5835.16,679.532,5674.79,647.4,5503.83,621.346,5346.92,606.992,5198.19,587.556,5055.84,582.07,4915.89,575.281,4781.16,579.897,4647.93,592.776,4511.77,613.136,4369.79,645.05,4219.55,687.802,4053.4,741.223,3869.4,803.504,3662.41,869.368,3435.01,936.868,3182.16,996.612,2908.92,1046.37,2618.5,1078.14,2318.47,1090.54,2015.13,1077.97,1718.83,1041.92,1438.62,983.525,1180.04,905.396,948.833,811.967,750.941,711.118,585.257,608.967,450.922,510.108,344.081,418.623,255.434,341.341,100.0,0.64
2,,3.0,4096.05,1020.99,3890.66,929.577,3734.31,809.35,3533.43,760.15,3346.84,696.254,3208.79,643.772,3055.06,595.98,2914.62,554.539,2786.6,524.566,2665.92,502.733,2549.21,475.03,2436.14,455.168,2323.29,433.439,2218.62,414.869,2118.34,397.339,2022.21,381.867,1929.27,368.147,1841.41,358.022,1756.01,351.401,1672.33,348.068,1588.15,347.869,1504.11,351.637,1417.85,357.353,1329.47,365.789,1236.8,376.294,1140.59,386.316,1039.91,396.737,934.198,403.529,824.519,405.695,713.463,399.761,603.261,384.875,498.676,360.544,403.34,326.71,320.459,286.294,251.067,243.12,191.218,201.394,100.0,0.61
3,,4.0,3386.73,939.01,3158.98,834.048,2986.31,789.647,2772.21,689.011,2609.05,624.311,2474.54,582.063,2334.87,540.204,2214.1,504.23,2102.49,469.102,1992.34,435.717,1890.28,413.671,1791.88,385.748,1701.69,364.201,1614.66,341.278,1533.49,319.994,1457.79,301.172,1385.83,283.76,1318.86,268.797,1256.09,256.83,1195.61,248.391,1137.36,241.717,1080.11,239.004,1023.41,239.862,965.818,243.659,906.139,249.831,844.353,259.023,778.139,268.989,706.915,277.867,631.066,285.27,551.878,288.047,470.075,282.756,390.233,269.077,316.026,247.721,251.508,219.821,196.574,187.496,152.279,151.542,100.0,0.59
4,,5.0,2543.78,756.852,2332.35,660.498,2214.77,598.869,2059.21,526.46,1938.89,481.108,1823.31,449.402,1719.09,421.663,1629.15,397.362,1539.17,373.957,1449.45,348.175,1362.99,330.372,1284.68,306.942,1207.97,289.755,1138.3,271.465,1071.67,254.559,1010.91,237.791,954.415,222.124,901.654,207.663,852.401,194.275,807.772,182.618,766.177,172.337,727.071,164.75,690.332,159.033,653.426,155.47,618.225,154.507,581.548,156.602,543.916,160.306,504.039,165.232,460.618,170.46,414.836,175.069,366.387,177.087,316.719,174.704,268.031,167.882,221.812,155.426,181.072,137.842,149.097,122.031,100.0,0.57
5,,6.0,1959.11,591.393,1835.28,551.983,1733.63,464.172,1614.14,425.798,1515.79,390.52,1435.75,365.214,1352.14,341.032,1273.01,318.623,1196.02,298.552,1123.45,280.818,1056.41,268.303,993.429,249.742,932.03,236.052,875.358,222.234,822.603,208.429,773.254,194.395,727.06,180.883,684.43,167.887,643.808,155.389,607.316,145.367,573.343,135.658,542.487,127.456,513.359,120.628,485.28,115.864,458.815,113.177,432.81,111.668,406.028,112.237,378.674,113.257,350.147,116.219,319.769,118.369,287.864,119.192,254.332,119.113,221.748,115.292,190.564,109.331,159.983,99.3614,133.869,91.4063,100.0,0.56
6,,7.0,2112.84,644.389,1996.15,574.821,1876.14,492.565,1761.21,462.945,1653.5,427.756,1563.12,397.971,1469.44,372.11,1383.52,348.998,1300.58,330.144,1218.33,315.046,1145.28,298.827,1070.03,280.573,1002.2,264.031,938.455,246.724,878.546,230.202,822.67,213.288,771.844,197.46,725.305,182.19,682.452,168.463,643.19,156.265,607.515,145.27,573.596,136.962,542.544,130.296,512.47,125.112,483.416,122.214,454.635,120.982,425.707,121.684,396.168,122.88,365.366,125.013,333.067,126.339,299.233,126.866,266.067,124.861,231.497,119.899,199.226,113.293,169.346,103.497,143.823,96.4366,100.0,0.55
7,,8.0,2274.44,680.053,2124.93,579.656,1989.85,551.941,1863.88,483.731,1753.57,447.078,1644.83,419.459,1548.74,396.926,1450.98,378.065,1358.49,358.789,1272.39,339.436,1187.45,319.215,1109.97,302.869,1035.27,283.689,966.04,263.96,903.063,245.21,844.97,226.98,791.508,209.262,742.944,192.856,699.189,178.027,658.462,164.821,620.886,152.933,586.411,144.123,553.621,136.58,521.925,131.835,491.114,128.074,460.72,126.756,429.316,126.256,398.334,126.435,366.336,127.117,334.081,127.046,300.81,125.834,266.842,123.286,233.662,118.149,201.674,110.48,172.784,101.887,146.318,87.5284,100.0,0.54
8,,9.0,2348.72,694.711,2196.6,598.336,2073.55,572.941,1942.31,503.937,1833.68,467.899,1717.52,439.755,1614.19,417.821,1518.14,399.107,1421.15,380.907,1330.69,360.599,1239.89,337.867,1155.23,319.973,1076.94,298.94,1004.9,277.449,937.75,256.968,876.481,236.845,820.449,218.141,769.508,200.33,723.856,184.841,682.502,171.016,643.729,159.497,607.503,150.116,573.669,142.935,541.056,138.263,509.499,134.899,477.15,133.078,444.812,132.503,411.444,132.091,378.791,132.548,344.958,131.93,309.781,129.972,275.885,126.562,242.207,121.496,209.585,113.738,180.547,103.197,149.875,93.5833,100.0,0.53
9,,10.0,2402.2,725.572,2286.91,641.727,2132.58,560.375,2005.53,527.367,1881.81,493.42,1776.68,463.325,1664.98,437.248,1557.81,412.533,1457.19,392.109,1359.58,374.552,1271.21,355.219,1182.68,330.665,1101.87,310.051,1026.24,289.041,956.703,266.769,893.859,244.894,836.131,224.998,785.13,206.799,737.423,190.133,693.362,175.958,653.522,164.005,616.208,153.547,581.325,147.068,547.464,142.075,513.924,138.161,480.914,136.305,448.218,135.203,414.102,134.265,379.888,132.689,345.496,131.155,310.59,129.521,276.87,125.018,243.751,119.225,212.8,111.833,182.872,102.863,152.197,91.0693,100.0,0.52
10,,11.0,5227.69,1547.59,4837.0,1372.7,4509.75,1343.65,4180.62,1210.17,3889.86,1132.89,3608.27,1068.75,3343.44,1008.56,3108.89,959.515,2886.19,903.894,2676.47,841.593,2466.62,781.39,2282.86,729.133,2105.51,672.851,1942.97,618.594,1796.27,568.984,1663.75,521.245,1541.44,477.933,1431.67,438.143,1331.3,403.146,1239.31,372.132,1155.24,345.857,1077.61,324.051,1004.21,306.863,933.841,292.777,866.102,283.322,799.91,277.056,732.769,272.817,664.989,269.431,596.319,266.131,527.633,261.21,459.034,252.797,392.361,240.585,328.348,223.405,269.991,201.252,219.042,176.606,187.051,154.106,100.0,0.51
11,,21.0,2445.94,733.277,2310.54,623.703,2148.8,577.799,2029.13,529.756,1906.87,498.829,1793.49,469.802,1675.49,445.567,1561.14,425.273,1456.44,403.907,1359.99,378.739,1265.27,354.049,1182.64,326.477,1101.12,302.6,1029.9,278.216,965.564,255.103,907.097,234.495,853.505,215.212,804.753,199.416,759.468,186.147,717.314,174.896,677.893,167.525,638.576,161.689,599.63,157.753,561.949,154.988,523.39,152.52,484.742,149.715,446.009,146.726,408.258,142.013,372.184,137.429,337.181,131.594,304.127,125.256,272.738,118.094,243.308,110.681,215.824,103.003,190.204,95.0702,170.587,89.1031,100.0,0.46
12,,31.0,2601.35,724.664,2430.19,661.589,2324.64,625.659,2154.17,569.907,2016.35,531.971,1892.14,509.087,1766.78,483.773,1653.34,459.069,1544.28,430.631,1437.47,399.595,1340.17,376.594,1250.92,344.397,1167.68,318.808,1093.11,292.075,1025.13,268.515,963.769,245.629,907.297,226.049,855.408,209.519,808.425,196.397,763.251,186.001,720.003,178.736,678.504,173.457,637.475,170.928,595.398,168.476,553.02,166.036,509.97,163.85,467.54,160.129,426.675,154.617,387.094,148.354,348.739,141.998,313.677,133.972,280.491,125.781,250.171,117.028,220.86,107.979,194.938,99.4281,176.022,92.2141,100.0,0.43
13,,41.0,2736.65,782.524,2596.51,691.74,2403.49,650.381,2262.43,596.956,2119.7,565.251,1987.95,532.455,1850.46,501.597,1721.15,474.908,1605.74,449.1,1502.92,421.396,1401.65,387.543,1310.64,360.745,1224.88,331.094,1145.77,303.699,1075.5,278.097,1011.4,255.401,953.317,235.748,900.29,219.057,850.536,206.013,803.515,195.699,757.989,189.257,713.801,184.645,669.808,182.28,624.703,180.856,578.938,179.017,533.532,175.815,487.506,171.977,442.548,166.282,399.751,159.358,359.388,151.343,320.705,142.268,286.228,132.249,253.887,122.171,224.175,112.551,197.933,103.071,174.629,98.817,100.0,0.41
14,,51.0,2892.4,828.031,2739.5,728.704,2540.0,671.191,2394.6,631.233,2250.16,600.536,2110.21,563.216,1981.0,533.324,1847.8,503.856,1719.58,473.372,1605.22,445.084,1498.52,409.141,1399.66,380.639,1311.52,348.999,1230.11,320.119,1156.82,294.402,1089.96,270.705,1029.31,250.004,972.853,233.22,921.979,220.393,871.958,210.907,823.984,204.754,775.662,200.233,727.489,198.9,678.435,198.026,628.272,197.089,577.823,195.051,527.411,191.089,477.472,184.963,428.841,177.217,384.408,167.29,342.085,157.436,303.127,145.963,267.58,134.567,235.222,123.296,205.794,112.567,181.13,97.9451,100.0,0.4
15,,61.0,3066.05,858.49,2895.0,759.578,2680.09,719.985,2523.02,661.746,2369.68,628.009,2227.25,591.909,2078.69,557.65,1941.57,528.413,1815.31,497.987,1700.05,466.132,1588.31,427.76,1486.35,398.423,1391.65,364.561,1306.1,335.119,1229.29,307.802,1158.61,283.431,1093.83,262.043,1034.72,245.245,979.792,231.654,927.2,222.654,876.166,216.365,824.661,213.519,772.659,212.177,720.0,212.402,666.45,211.766,612.779,210.518,557.636,206.124,503.634,200.634,451.702,191.541,403.071,181.334,357.132,169.829,315.684,157.045,277.625,144.685,242.564,132.368,210.47,120.019,177.698,109.112,100.0,0.39
16,,71.0,3215.83,859.593,2983.8,807.941,2841.58,741.598,2631.72,690.834,2461.3,648.131,2308.18,619.694,2155.66,586.256,2022.51,550.799,1892.27,513.909,1763.65,477.494,1652.78,446.575,1543.26,409.928,1447.94,377.943,1359.3,347.334,1278.38,318.489,1205.2,294.546,1138.36,272.573,1076.32,255.643,1018.22,242.488,962.904,233.507,908.549,227.4,853.794,224.749,799.378,224.078,742.713,223.692,685.491,222.645,627.645,220.851,569.723,216.507,512.792,209.259,458.269,199.186,407.97,187.523,360.608,175.125,318.203,162.125,278.996,148.22,244.249,134.738,211.427,121.146,178.111,109.08,100.0,0.38
17,,81.0,3409.57,907.57,3176.21,842.58,3034.23,793.845,2818.89,731.557,2636.36,685.235,2474.06,655.594,2308.65,619.509,2165.27,583.682,2028.82,544.827,1896.06,502.904,1775.42,471.631,1663.63,430.851,1560.07,399.118,1467.07,365.934,1381.94,337.644,1305.52,312.212,1233.95,289.886,1168.12,273.099,1105.76,259.592,1045.74,250.856,987.703,245.939,929.458,243.99,868.913,244.015,806.847,244.758,743.511,244.076,679.919,242.901,616.373,238.066,553.534,230.722,493.7,220.499,436.916,207.379,384.243,192.914,337.178,178.519,294.343,162.761,254.735,147.389,219.59,132.567,187.506,124.661,100.0,0.38
0,,1.0,49699.6,56188.7,46163.3,43687.4,37245.8,38421.3,36976.5,34275.7,35714.3,30362.2,34222.5,26147.1,33065.9,22277.8,31657.8,18714.6,30087.9,15359.5,28141.7,12312.1,26492.3,9852.26,25067.8,8115.22,23911.8,6807.15,22899.5,5919.32,21934.6,5363.65,21003.2,5094.59,20036.1,5076.23,18958.8,5250.77,17726.5,5556.16,16287.0,5892.56,14665.0,6172.16,12908.5,6314.46,11106.6,6272.63,9338.35,6035.16,7693.78,5628.11,6225.54,5100.26,4958.25,4505.6,3896.31,3897.08,3022.25,3308.25,2313.64,2765.53,1747.81,2274.37,1304.16,1840.84,962.915,1463.79,708.287,1147.95,521.961,888.502,106.642,366.671,200.0,0.71
1,,2.0,7052.31,848.903,6803.75,794.307,6614.26,802.422,6390.4,742.67,6223.69,710.474,6031.58,685.311,5881.04,664.16,5715.14,644.614,5547.61,625.083,5395.98,605.592,5244.49,598.167,5110.3,594.394,4969.99,598.488,4831.07,611.79,4692.14,631.735,4546.15,661.164,4392.11,700.016,4220.65,746.982,4033.99,800.242,3828.02,856.497,3605.04,910.792,3361.68,961.333,3102.98,1004.52,2830.68,1037.58,2547.8,1057.17,2258.95,1059.74,1969.86,1043.6,1686.53,1007.35,1416.54,951.694,1166.74,878.263,941.09,790.071,746.002,693.607,583.589,594.546,451.437,498.553,347.407,410.82,273.691,335.55,200.0,0.68
2,,3.0,4982.89,940.423,4844.7,911.109,4614.06,789.662,4440.68,753.042,4251.09,699.814,4085.86,650.187,3921.17,604.228,3783.98,565.584,3650.95,536.335,3519.88,514.911,3401.54,490.288,3283.28,474.258,3171.85,457.536,3061.19,446.608,2953.39,438.359,2848.28,436.351,2744.43,440.372,2639.26,449.706,2530.33,464.508,2415.91,483.757,2294.79,506.114,2166.0,531.295,2030.25,557.893,1884.9,584.004,1731.46,607.993,1568.16,627.522,1396.69,639.34,1220.96,640.769,1043.96,628.318,870.911,600.437,708.342,556.534,562.547,499.969,439.235,434.216,337.876,367.39,258.523,302.334,203.613,246.331,200.0,0.66
3,,4.0,3868.82,959.493,3657.15,806.687,3457.22,758.949,3285.18,679.904,3122.8,627.483,2985.32,581.859,2839.11,541.432,2711.69,510.938,2598.64,483.315,2489.56,456.782,2379.93,428.762,2280.5,408.305,2181.21,384.727,2088.48,366.563,2001.06,348.301,1917.83,333.768,1838.42,322.309,1763.11,314.069,1689.23,309.162,1615.87,309.163,1542.15,312.524,1467.61,319.467,1389.89,329.85,1307.74,343.658,1221.18,359.107,1128.81,376.245,1029.74,392.807,922.219,405.749,809.853,412.399,693.725,409.528,577.697,394.826,468.068,366.543,370.425,329.228,287.81,284.612,220.549,238.808,172.857,197.496,200.0,0.64
4,,5.0,2416.56,683.462,2307.17,606.643,2193.84,528.007,2065.78,495.788,1955.48,456.343,1850.2,418.748,1752.68,388.278,1661.89,360.63,1572.66,337.028,1487.49,319.17,1413.14,300.773,1337.47,281.774,1269.82,266.041,1206.69,249.764,1145.87,235.024,1089.99,221.337,1036.79,208.238,987.477,196.639,940.875,185.983,897.245,177.804,856.172,171.528,816.866,166.633,778.637,164.512,739.93,165.478,701.52,168.373,661.913,173.845,618.919,181.066,572.888,190.524,522.753,199.549,468.377,207.073,410.045,210.202,348.969,208.076,289.924,198.723,235.428,181.863,187.327,161.626,146.692,132.541,200.0,0.62
5,,6.0,1862.83,543.858,1773.11,481.618,1673.82,410.259,1576.69,382.643,1487.82,349.005,1420.98,322.526,1345.31,298.29,1273.56,277.067,1207.03,259.569,1144.27,246.417,1088.32,232.653,1030.62,220.08,979.54,208.511,929.328,197.165,882.352,186.582,837.33,176.788,794.688,167.29,754.779,158.424,716.837,150.476,681.188,142.987,647.4,136.68,614.843,130.642,584.09,126.877,554.668,124.473,525.333,123.172,496.846,124.292,467.159,127.158,435.937,131.648,402.543,136.604,365.801,142.216,326.527,145.225,284.516,146.167,242.786,143.208,203.637,135.286,167.072,124.004,136.566,111.744,200.0,0.61
6,,7.0,3084.15,893.675,2926.88,767.283,2736.22,720.559,2574.01,624.865,2437.56,571.664,2297.1,526.394,2180.35,490.626,2068.24,461.766,1958.5,431.883,1858.13,402.515,1758.02,375.88,1669.82,352.094,1583.63,329.298,1504.38,309.329,1431.5,289.058,1363.2,271.168,1299.39,255.196,1240.79,241.727,1185.86,231.273,1133.47,223.207,1082.76,218.75,1031.77,217.29,981.073,218.813,928.722,223.711,874.707,231.378,817.759,241.17,755.56,251.666,688.697,262.215,617.737,270.875,541.649,273.717,463.446,270.714,387.135,259.331,315.592,239.663,252.315,214.013,198.678,184.234,150.797,151.53,200.0,0.6
7,,8.0,3136.41,953.904,2971.63,802.591,2788.77,719.758,2651.3,653.224,2507.71,601.639,2368.76,550.93,2240.53,511.335,2113.79,477.696,1993.67,448.445,1887.24,422.934,1787.44,393.963,1694.84,372.681,1606.3,347.536,1523.64,325.635,1448.57,304.859,1376.52,285.401,1309.47,267.976,1248.12,253.074,1190.33,241.231,1135.07,232.462,1081.34,227.008,1028.73,224.815,975.745,224.425,921.321,228.224,865.635,234.151,807.497,241.801,745.723,250.599,679.866,258.492,609.449,264.501,536.439,267.028,462.012,263.276,388.554,252.279,319.918,234.375,257.723,209.821,205.462,181.981,166.072,154.522,200.0,0.59
8,,9.0,3210.36,936.832,3031.63,862.767,2848.32,723.777,2669.93,670.961,2513.91,617.725,2381.51,572.35,2256.72,533.291,2127.82,494.657,2004.6,463.107,1890.72,437.162,1790.07,408.98,1689.89,384.904,1600.56,360.257,1515.88,337.03,1438.69,314.996,1366.26,295.155,1298.18,276.533,1234.4,261.175,1174.34,248.2,1118.28,238.181,1063.21,231.322,1010.15,227.68,956.526,227.163,901.972,228.51,845.62,232.601,787.479,238.369,725.501,243.71,662.258,249.798,595.634,254.038,525.992,255.128,455.564,251.182,385.658,240.558,319.937,224.672,261.83,202.927,211.62,177.967,166.828,146.662,200.0,0.58
9,,10.0,3036.06,918.087,2891.06,808.439,2707.49,693.656,2559.58,646.584,2411.12,597.071,2290.29,552.686,2158.97,513.828,2034.14,478.521,1917.87,448.697,1807.45,423.673,1710.92,401.358,1615.04,372.642,1525.95,350.643,1440.02,328.524,1362.66,306.473,1290.33,286.713,1223.44,267.47,1161.12,251.185,1103.73,237.699,1049.34,226.912,996.767,219.791,945.736,215.334,895.076,213.032,843.225,213.888,790.634,215.634,737.443,219.378,681.521,223.239,624.37,227.361,563.868,230.331,500.925,230.984,437.662,227.375,375.566,219.681,315.956,207.651,261.303,189.796,212.868,168.262,169.455,141.003,200.0,0.57
10,,11.0,5366.06,1621.36,5045.91,1456.16,4634.51,1316.08,4330.89,1217.76,4051.22,1131.87,3785.27,1035.96,3547.69,957.908,3311.21,885.639,3093.37,822.353,2905.02,759.577,2719.34,694.797,2562.83,638.05,2409.07,588.314,2273.6,541.411,2152.01,499.331,2039.81,463.833,1934.42,433.44,1837.24,409.701,1745.25,392.295,1656.79,380.437,1569.67,374.119,1482.18,372.353,1393.86,374.933,1302.38,380.696,1207.49,389.207,1108.71,398.569,1004.23,406.706,895.851,411.185,783.827,409.754,671.564,399.791,561.35,380.758,458.983,352.335,368.141,315.155,290.788,274.036,226.249,230.378,165.578,183.698,200.0,0.56
11,,21.0,2784.95,831.123,2664.57,735.662,2477.79,635.551,2346.31,579.494,2217.88,537.808,2094.68,496.432,1980.07,464.167,1870.19,437.238,1762.91,414.179,1663.17,393.644,1568.52,367.366,1477.04,347.076,1393.89,324.783,1315.33,302.62,1243.75,283.539,1177.03,265.619,1115.58,249.816,1058.49,236.692,1003.49,227.165,950.496,219.652,897.968,215.716,846.817,213.042,793.937,210.946,741.142,209.038,687.859,206.139,635.509,202.422,583.725,197.489,534.138,192.647,486.269,186.729,439.269,181.183,393.663,174.586,349.678,168.011,307.211,160.876,265.919,151.447,226.646,140.225,193.094,130.594,200.0,0.51
12,,31.0,2867.1,838.413,2666.17,707.654,2527.01,659.103,2373.27,578.241,2247.84,533.166,2119.4,500.622,2006.88,474.439,1896.84,451.418,1789.35,426.167,1686.68,398.184,1586.04,375.813,1498.46,351.339,1412.1,328.609,1333.71,308.392,1261.44,288.144,1194.75,270.875,1132.32,255.315,1073.35,243.192,1017.64,233.604,963.678,227.484,909.897,223.895,855.235,221.597,799.058,219.691,743.296,217.217,687.755,213.791,633.315,208.904,580.692,202.69,529.253,195.732,480.396,187.681,433.198,179.543,389.145,171.113,346.346,163.952,305.03,156.214,265.605,147.916,227.311,137.134,192.143,121.759,200.0,0.48
13,,41.0,2967.75,822.352,2763.18,742.328,2643.11,664.066,2455.74,602.8,2323.89,555.227,2196.86,524.009,2080.43,494.534,1969.25,465.526,1856.21,436.26,1744.71,407.45,1645.44,386.799,1550.97,358.671,1463.24,337.069,1383.95,315.677,1310.57,295.708,1242.18,277.71,1178.27,262.914,1118.45,250.753,1061.39,241.685,1004.81,235.795,949.241,232.894,892.659,231.903,834.431,230.909,775.454,228.904,716.943,225.977,658.884,221.107,603.084,214.946,548.623,206.847,496.808,198.11,447.574,188.93,400.703,179.919,356.297,171.521,313.581,162.603,272.968,153.017,233.661,142.27,192.921,130.958,200.0,0.46
14,,51.0,3066.34,882.21,2876.53,734.42,2704.24,690.459,2561.7,612.383,2420.51,568.038,2289.48,532.37,2162.53,502.075,2037.36,476.818,1922.95,451.314,1818.59,423.127,1713.45,397.268,1622.65,372.244,1531.76,348.236,1449.89,326.718,1372.1,306.15,1302.44,288.008,1236.63,272.448,1173.45,260.688,1112.74,252.127,1054.08,246.503,994.591,244.776,934.579,243.855,872.941,243.344,809.508,241.82,746.8,238.989,685.25,233.516,625.442,227.081,567.23,218.64,512.329,208.694,460.303,198.492,411.187,187.992,364.81,178.991,320.748,168.624,278.984,158.592,238.143,146.995,206.646,136.309,200.0,0.45
